house_district,person_gender,Возрастной класс,person_exemption_group,sum
Академический,f,18-25,Многодетные,0.00365537156851994
Академический,f,18-25,,0.14237672259385167
Академический,f,25-45,Беременность,0.011624081587893409
Академический,f,25-45,Инвалид,0.0058120407939467045
Академический,f,25-45,Малоимущие,0.0001096611470555982
Академический,f,25-45,Многодетные,0.02010454362685967
Академический,f,25-45,Пенсионер,0.0030705121175567496
Академический,f,25-45,,0.5872719961984135
Академический,f,45-60,,0.29078480827576125
Академический,f,60-75,Ветеран труда,0.07460613371349198
Академический,f,60-75,Инвалид,0.03355631099901305
Академический,f,60-75,,0.08308659575245823
Академический,f,7-18,Беременность,0.0001096611470555982
Академический,f,7-18,Инвалид,0.0002193222941111964
Академический,f,7-18,Малоимущие,0.011039222136930218
Академический,f,7-18,Многодетные,0.026684212450195564
Академический,f,7-18,,0.1698285630734364
Академический,f,75-90,Ветеран труда,0.03582264137149541
Академический,f,75-90,,0.038015864312607374
Академический,f,90<,Ветеран труда,0.0006945205980187886
Академический,f,90<,Инвалид,0.006433453960595094
Академический,f,90<,Многодетные,3.65537156851994e-05
Академический,m,18-25,Дети инвалиды,0.0009869503235003837
Академический,m,18-25,Инвалид,0.0011331651862411813
Академический,m,18-25,Многодетные,0.003728478999890339
Академический,m,18-25,Пенсионер,0.0046423218920203235
Академический,m,18-25,,0.1278283437511423
Академический,m,45-60,Ветеран труда,0.0010600577548707825
Академический,m,45-60,Инвалид,0.01337865994078298
Академический,m,45-60,Пенсионер,0.015389114303468947
Академический,m,45-60,,0.2706437109332164
Академический,m,60-75,Инвалид,0.02566070841100998
Академический,m,60-75,,0.08228241400738386
Академический,m,7-18,Инвалид,0.000182768578425997
Академический,m,7-18,Молодые родители,3.65537156851994e-05
Академический,m,75-90,Многодетные,3.65537156851994e-05
Академический,m,90<,Многодетные,3.65537156851994e-05
Академический,m,90<,Пенсионер,0.0016814709215191724
Академический,m,<7,Пенсионер,0.0005117520195927916
Алексеевский,f,18-25,Ветеран труда,5.0594485201113076e-05
Алексеевский,f,18-25,Дети инвалиды,0.000607133822413357
Алексеевский,f,18-25,Пенсионер,0.006374905135340248
Алексеевский,f,25-45,Беременность,0.012193270933468251
Алексеевский,f,45-60,Ветеран труда,0.009967113584619276
Алексеевский,f,45-60,Молодые родители,0.0005059448520111307
Алексеевский,f,45-60,,0.2770554009612952
Алексеевский,f,60-75,Многодетные,0.00010118897040222615
Алексеевский,f,60-75,Пенсионер,0.160182140146724
Алексеевский,f,7-18,Беременность,0.00015178345560333924
Алексеевский,f,7-18,Дети инвалиды,0.0032886415380723503
Алексеевский,f,7-18,Пенсионер,0.004502909182899064
Алексеевский,f,75-90,Ветеран труда,0.045130280799392866
Алексеевский,f,<7,Пенсионер,0.0003035669112066785
Алексеевский,f,<7,,0.08373387300784214
Алексеевский,m,25-45,Ветеран труда,0.00010118897040222615
Алексеевский,m,25-45,Инвалид,0.007336200354161397
Алексеевский,m,25-45,Пенсионер,0.003845180875284594
Алексеевский,m,45-60,Ветеран труда,0.0008095117632178092
Алексеевский,m,45-60,Инвалид,0.015583101441942828
Алексеевский,m,45-60,Молодые родители,0.000607133822413357
Алексеевский,m,60-75,Инвалид,0.02681507715658993
Алексеевский,m,60-75,Многодетные,0.0004553503668100177
Алексеевский,m,7-18,Инвалид,0.0002023779408044523
Алексеевский,m,7-18,Пенсионер,0.0037439919048823677
Алексеевский,m,75-90,Многодетные,5.0594485201113076e-05
Алексеевский,m,75-90,Пенсионер,0.02236276245889198
Алексеевский,m,75-90,,0.021806223121679735
Алексеевский,m,90<,Многодетные,0.00010118897040222615
Алексеевский,m,90<,Пенсионер,0.0028838856564634453
Алексеевский,m,<7,Дети инвалиды,0.0010624841892233746
Алексеевский,m,<7,,0.08570705793068556
Алтуфьевский,f,18-25,Инвалид,0.000822143052891203
Алтуфьевский,f,18-25,Пенсионер,0.005412441764867087
Алтуфьевский,f,25-45,Ветеран труда,0.00020553576322280076
Алтуфьевский,f,25-45,Малоимущие,6.851192107426693e-05
Алтуфьевский,f,25-45,Многодетные,0.015483694162784325
Алтуфьевский,f,25-45,Молодые родители,0.017676075637160865
Алтуфьевский,f,45-60,Инвалид,0.024116196218141955
Алтуфьевский,f,60-75,Инвалид,0.054604001096190735
Алтуфьевский,f,60-75,Пенсионер,0.15819402576048233
Алтуфьевский,f,7-18,Беременность,0.00013702384214853386
Алтуфьевский,f,7-18,Дети инвалиды,0.004316251027678816
Алтуфьевский,f,7-18,Инвалид,0.0005480953685941354
Алтуфьевский,f,7-18,Многодетные,0.017676075637160865
Алтуфьевский,f,75-90,Инвалид,0.029802685667306112
Алтуфьевский,f,75-90,,0.03453000822143053
Алтуфьевский,f,90<,,0.009317621266100301
Алтуфьевский,f,<7,Дети инвалиды,0.00047958344751986845
Алтуфьевский,f,<7,,0.09530008221430529
Алтуфьевский,m,18-25,Инвалид,0.001712798026856673
Алтуфьевский,m,18-25,Многодетные,0.0022608933954508083
Алтуфьевский,m,25-45,Инвалид,0.014387503425596054
Алтуфьевский,m,25-45,Малоимущие,6.851192107426693e-05
Алтуфьевский,m,25-45,Многодетные,0.013222800767333516
Алтуфьевский,m,25-45,Молодые родители,0.0038366675801589476
Алтуфьевский,m,25-45,,0.48746231844340915
Алтуфьевский,m,45-60,Инвалид,0.026103041929295696
Алтуфьевский,m,45-60,Молодые родители,0.00020553576322280076
Алтуфьевский,m,45-60,,0.2795971499040833
Алтуфьевский,m,60-75,Многодетные,0.00013702384214853386
Алтуфьевский,m,60-75,Пенсионер,0.09214853384488901
Алтуфьевский,m,60-75,,0.06570293231022198
Алтуфьевский,m,7-18,Инвалид,0.00020553576322280076
Алтуфьевский,m,7-18,Многодетные,0.017333516031789533
Алтуфьевский,m,7-18,Пенсионер,0.006166072896684023
Алтуфьевский,m,90<,,0.003288572211564812
Алтуфьевский,m,<7,Многодетные,0.001644286105782406
Арбат,f,18-25,Беременность,0.0002744613695622341
Арбат,f,18-25,Дети инвалиды,0.0004116920543433512
Арбат,f,18-25,Инвалид,0.0002744613695622341
Арбат,f,25-45,Инвалид,0.005214766021682448
Арбат,f,25-45,Многодетные,0.027720598325785644
Арбат,f,25-45,Молодые родители,0.020721833401948674
Арбат,f,45-60,Инвалид,0.00974337861945931
Арбат,f,45-60,Многодетные,0.01729106628242075
Арбат,f,45-60,Пенсионер,0.05297104432551118
Арбат,f,60-75,Инвалид,0.02525044599972554
Арбат,f,7-18,Инвалид,0.0002744613695622341
Арбат,f,7-18,Малоимущие,0.008096610402085907
Арбат,f,7-18,,0.1696171263894607
Арбат,f,90<,Инвалид,0.007135995608618087
Арбат,f,<7,Дети инвалиды,0.0006861534239055853
Арбат,f,<7,Многодетные,0.00837107177164814
Арбат,m,25-45,Молодые родители,0.007135995608618087
Арбат,m,25-45,,0.4247289693975573
Арбат,m,45-60,Инвалид,0.01029230135858378
Арбат,m,45-60,Многодетные,0.015507067380266228
Арбат,m,75-90,,0.026759983532317826
Арбат,m,90<,Ветеран труда,0.0005489227391244682
Арбат,m,<7,Малоимущие,0.0010978454782489364
Арбат,m,<7,Многодетные,0.007135995608618087
Аэропорт,f,18-25,Беременность,0.00030226700251889167
Аэропорт,f,25-45,Ветеран труда,0.0003526448362720403
Аэропорт,f,25-45,Малоимущие,5.0377833753148616e-05
Аэропорт,f,25-45,Многодетные,0.016574307304785894
Аэропорт,f,25-45,Молодые родители,0.014760705289672544
Аэропорт,f,25-45,Пенсионер,0.0030730478589420657
Аэропорт,f,45-60,Ветеран труда,0.008161209068010076
Аэропорт,f,45-60,Инвалид,0.012443324937027708
Аэропорт,f,45-60,Многодетные,0.011083123425692695
Аэропорт,f,45-60,,0.26448362720403024
Аэропорт,f,60-75,Инвалид,0.03783375314861461
Аэропорт,f,60-75,Многодетные,0.00015113350125944583
Аэропорт,f,60-75,Пенсионер,0.16866498740554156
Аэропорт,f,60-75,,0.071183879093199
Аэропорт,f,7-18,Инвалид,0.00010075566750629723
Аэропорт,f,7-18,,0.15506297229219143
Аэропорт,f,75-90,Ветеран труда,0.05390428211586902
Аэропорт,f,75-90,Многодетные,0.00010075566750629723
Аэропорт,m,18-25,Малоимущие,0.0011586901763224182
Аэропорт,m,18-25,Молодые родители,5.0377833753148616e-05
Аэропорт,m,18-25,Пенсионер,0.004181360201511335
Аэропорт,m,25-45,Ветеран труда,0.00015113350125944583
Аэропорт,m,25-45,Пенсионер,0.003526448362720403
Аэропорт,m,45-60,Многодетные,0.013198992443324937
Аэропорт,m,60-75,Пенсионер,0.0890176322418136
Аэропорт,m,60-75,,0.07370277078085642
Аэропорт,m,7-18,Малоимущие,0.008413098236775819
Аэропорт,m,75-90,Инвалид,0.01491183879093199
Аэропорт,m,75-90,,0.021964735516372794
Аэропорт,m,90<,Пенсионер,0.0030730478589420657
Аэропорт,m,<7,,0.09425692695214105
Бабушкинский,f,18-25,Беременность,0.0002477598381302391
Бабушкинский,f,18-25,Малоимущие,0.001362679109716315
Бабушкинский,f,18-25,Пенсионер,0.004335797167279184
Бабушкинский,f,18-25,,0.0904736342238923
Бабушкинский,f,25-45,Инвалид,0.007391501837552133
Бабушкинский,f,25-45,Многодетные,0.013998430854358508
Бабушкинский,f,25-45,Пенсионер,0.004088037329148945
Бабушкинский,f,45-60,Ветеран труда,0.007887021513812612
Бабушкинский,f,45-60,Молодые родители,0.0002477598381302391
Бабушкинский,f,45-60,,0.2635338811578643
Бабушкинский,f,60-75,Инвалид,0.04467935747615311
Бабушкинский,f,7-18,Инвалид,0.00037163975719535866
Бабушкинский,f,7-18,Малоимущие,0.009703926993434364
Бабушкинский,f,7-18,Пенсионер,0.0052442499070900605
Бабушкинский,f,7-18,,0.16690754428707105
Бабушкинский,f,75-90,Ветеран труда,0.03819630837841186
Бабушкинский,f,75-90,Пенсионер,0.04600074327951439
Бабушкинский,f,75-90,,0.044266424412602715
Бабушкинский,f,90<,Пенсионер,0.009084527398108767
Бабушкинский,f,90<,,0.014576537143329066
Бабушкинский,f,<7,Пенсионер,0.0004542263699054383
Бабушкинский,f,<7,,0.08956518148408144
Бабушкинский,m,18-25,Дети инвалиды,0.001362679109716315
Бабушкинский,m,18-25,Многодетные,0.0029318247512078294
Бабушкинский,m,25-45,Инвалид,0.01090143287773052
Бабушкинский,m,25-45,Многодетные,0.011727299004831318
Бабушкинский,m,25-45,Молодые родители,0.004418383779989264
Бабушкинский,m,45-60,Ветеран труда,0.001362679109716315
Бабушкинский,m,45-60,,0.23842755089400008
Бабушкинский,m,60-75,Ветеран труда,0.03551224346533427
Бабушкинский,m,60-75,Инвалид,0.029194367593013172
Бабушкинский,m,60-75,Многодетные,0.0005781062889705579
Бабушкинский,m,60-75,Пенсионер,0.09914522855845068
Бабушкинский,m,7-18,Пенсионер,0.004459677086344304
Бабушкинский,m,90<,Ветеран труда,0.00016517322542015939
Бабушкинский,m,90<,,0.004418383779989264
Бабушкинский,m,<7,Пенсионер,0.0002477598381302391
Бабушкинский,m,<7,,0.09406615187678077
Басманный,f,18-25,Малоимущие,0.000744407637622362
Басманный,f,18-25,,0.105891986451781
Басманный,f,25-45,Ветеран труда,0.0001861019094055905
Басманный,f,25-45,Пенсионер,0.0035359362787062195
Басманный,f,45-60,Ветеран труда,0.008523467450776045
Басманный,f,45-60,Многодетные,0.01272937060334239
Басманный,f,45-60,,0.2790784233446235
Басманный,f,60-75,,0.06591729631146015
Басманный,f,7-18,Беременность,3.7220381881118104e-05
Басманный,f,7-18,Дети инвалиды,0.0035359362787062195
Басманный,f,7-18,Малоимущие,0.007965161722559273
Басманный,f,7-18,Молодые родители,0.0001116611456433543
Басманный,f,75-90,Ветеран труда,0.05002419324822273
Басманный,f,75-90,Пенсионер,0.050843041649607325
Басманный,f,<7,Дети инвалиды,0.0006699668738601258
Басманный,f,<7,Малоимущие,0.0012282726020768973
Басманный,m,18-25,Инвалид,0.0010421706926713068
Басманный,m,18-25,Молодые родители,7.444076376223621e-05
Басманный,m,18-25,Пенсионер,0.005508616518405479
Басманный,m,18-25,,0.10950236349424945
Басманный,m,25-45,Ветеран труда,7.444076376223621e-05
Басманный,m,25-45,Инвалид,0.007071872557412439
Басманный,m,45-60,Ветеран труда,0.0008932891651468344
Басманный,m,60-75,Многодетные,0.0007071872557412439
Басманный,m,7-18,Инвалид,0.0002233222912867086
Басманный,m,7-18,Многодетные,0.029664644359251126
Басманный,m,7-18,Молодые родители,3.7220381881118104e-05
Басманный,m,7-18,,0.15308743067703875
Басманный,m,90<,Ветеран труда,0.0001861019094055905
Басманный,m,<7,Дети инвалиды,0.0008188484013845983
Басманный,m,<7,Малоимущие,0.0012282726020768973
Беговой,f,18-25,Инвалид,0.0004734848484848485
Беговой,f,18-25,Многодетные,0.002746212121212121
Беговой,f,18-25,Пенсионер,0.005492424242424242
Беговой,f,18-25,,0.09100378787878788
Беговой,f,25-45,Ветеран труда,0.0003787878787878788
Беговой,f,25-45,Инвалид,0.005018939393939394
Беговой,f,25-45,Молодые родители,0.014962121212121211
Беговой,f,25-45,Пенсионер,0.0038825757575757574
Беговой,f,45-60,Ветеран труда,0.009564393939393939
Беговой,f,45-60,Инвалид,0.010700757575757575
Беговой,f,45-60,Пенсионер,0.05501893939393939
Беговой,f,60-75,,0.08996212121212122
Беговой,f,7-18,Дети инвалиды,0.003125
Беговой,f,7-18,Инвалид,9.46969696969697e-05
Беговой,f,7-18,Многодетные,0.02149621212121212
Беговой,f,7-18,,0.13304924242424243
Беговой,f,75-90,Ветеран труда,0.05909090909090909
Беговой,f,75-90,Инвалид,0.04214015151515151
Беговой,f,75-90,,0.05132575757575757
Беговой,f,90<,,0.016950757575757577
Беговой,f,<7,Многодетные,0.0026515151515151517
Беговой,f,<7,,0.07566287878787879
Беговой,m,18-25,Ветеран труда,9.46969696969697e-05
Беговой,m,18-25,Дети инвалиды,0.0011363636363636363
Беговой,m,18-25,Инвалид,0.0008522727272727272
Беговой,m,18-25,Малоимущие,0.0011363636363636363
Беговой,m,18-25,,0.0865530303030303
Беговой,m,25-45,Дети инвалиды,9.46969696969697e-05
Беговой,m,25-45,Инвалид,0.005492424242424242
Беговой,m,25-45,Многодетные,0.012026515151515151
Беговой,m,25-45,Пенсионер,0.004450757575757576
Беговой,m,45-60,Пенсионер,0.014393939393939395
Беговой,m,60-75,Инвалид,0.030208333333333334
Беговой,m,60-75,Пенсионер,0.09535984848484849
Беговой,m,7-18,Инвалид,0.0001893939393939394
Беговой,m,7-18,,0.13674242424242425
Беговой,m,90<,Ветеран труда,0.0001893939393939394
Беговой,m,90<,Инвалид,0.0017045454545454545
Беговой,m,<7,Пенсионер,0.0002840909090909091
Бескудниковский,f,18-25,Дети инвалиды,0.0007662489858469305
Бескудниковский,f,18-25,Многодетные,0.003064995943387722
Бескудниковский,f,18-25,Молодые родители,0.0008113224556026323
Бескудниковский,f,18-25,Пенсионер,0.007256828630667989
Бескудниковский,f,25-45,Ветеран труда,9.014693951140358e-05
Бескудниковский,f,25-45,Инвалид,0.010231677634544308
Бескудниковский,f,25-45,Многодетные,0.01730821238618949
Бескудниковский,f,60-75,Инвалид,0.047327143243486886
Бескудниковский,f,7-18,Дети инвалиды,0.004507346975570179
Бескудниковский,f,7-18,Малоимущие,0.015730640944739926
Бескудниковский,f,7-18,Многодетные,0.018660416478860544
Бескудниковский,f,7-18,Пенсионер,0.006265212296042549
Бескудниковский,f,7-18,,0.18444063824033174
Бескудниковский,f,75-90,Пенсионер,0.04137744523573424
Бескудниковский,f,90<,Ветеран труда,0.0002704408185342108
Бескудниковский,f,90<,Пенсионер,0.006625800054088164
Бескудниковский,f,<7,Малоимущие,0.002479040836563599
Бескудниковский,m,18-25,Дети инвалиды,0.0012620571531596501
Бескудниковский,m,18-25,Инвалид,0.001712791850716668
Бескудниковский,m,18-25,Многодетные,0.0029748490038763184
Бескудниковский,m,18-25,Пенсионер,0.00703146128188948
Бескудниковский,m,18-25,,0.1029928783917786
Бескудниковский,m,25-45,Инвалид,0.0125754980618408
Бескудниковский,m,25-45,Пенсионер,0.005859551068241233
Бескудниковский,m,45-60,Инвалид,0.02564680429099432
Бескудниковский,m,60-75,Ветеран труда,0.026593347155864058
Бескудниковский,m,7-18,Инвалид,0.0001352204092671054
Бескудниковский,m,90<,Инвалид,0.0009014693951140359
Бескудниковский,m,90<,,0.003245289822410529
Бескудниковский,m,<7,Пенсионер,0.00022536734877850898
Бескудниковский,m,<7,,0.11678536013702334
Бибирево,f,18-25,Беременность,0.000609027663910426
Бибирево,f,18-25,Малоимущие,0.0014991450188564335
Бибирево,f,18-25,Многодетные,0.0026469279239183905
Бибирево,f,18-25,,0.10325361317373685
Бибирево,f,25-45,Беременность,0.012531915392002999
Бибирево,f,25-45,Инвалид,0.010447166850155771
Бибирево,f,25-45,,0.5051181747909396
Бибирево,f,45-60,Беременность,0.0007964207912674803
Бибирево,f,45-60,Малоимущие,7.027242275889532e-05
Бибирево,f,45-60,Пенсионер,0.054648520765500926
Бибирево,f,60-75,Многодетные,2.3424140919631773e-05
Бибирево,f,7-18,Многодетные,0.016045536529947765
Бибирево,f,7-18,Молодые родители,0.0001639689864374224
Бибирево,f,7-18,Пенсионер,0.005598369679791993
Бибирево,f,75-90,Ветеран труда,0.03253613173736853
Бибирево,f,75-90,Многодетные,2.3424140919631773e-05
Бибирево,f,90<,,0.011524677332458832
Бибирево,f,<7,Многодетные,0.0018739312735705418
Бибирево,m,18-25,Инвалид,0.0015694174416153288
Бибирево,m,45-60,Ветеран труда,0.0011243587641423252
Бибирево,m,45-60,Многодетные,0.0109859220913073
Бибирево,m,45-60,Пенсионер,0.01728701599868825
Бибирево,m,60-75,Инвалид,0.037478625471410836
Бибирево,m,7-18,Дети инвалиды,0.006230821484622052
Бибирево,m,75-90,Ветеран труда,0.01557705371155513
Бибирево,m,75-90,Инвалид,0.011782342882574782
Бибирево,m,90<,Ветеран труда,4.6848281839263546e-05
Бибирево,m,90<,Инвалид,0.00042163453655337193
Бибирево,m,<7,,0.09266590147806329
Бирюлево Восточное,f,18-25,Молодые родители,0.0009881673296678237
Бирюлево Восточное,f,18-25,Пенсионер,0.005751640611143487
Бирюлево Восточное,f,25-45,Дети инвалиды,2.5337623837636505e-05
Бирюлево Восточное,f,25-45,Многодетные,0.01733093470494337
Бирюлево Восточное,f,25-45,Пенсионер,0.005143537639040211
Бирюлево Восточное,f,25-45,,0.5291762738490384
Бирюлево Восточное,f,45-60,Ветеран труда,0.008462766361770593
Бирюлево Восточное,f,45-60,Пенсионер,0.0691970507005853
Бирюлево Восточное,f,45-60,,0.2750905820052196
Бирюлево Восточное,f,7-18,Беременность,0.00012668811918818253
Бирюлево Восточное,f,7-18,Инвалид,0.00027871386221400157
Бирюлево Восточное,f,7-18,Малоимущие,0.013074213900220438
Бирюлево Восточное,f,7-18,Многодетные,0.01710289609040464
Бирюлево Восточное,f,75-90,Ветеран труда,0.030582511972027264
Бирюлево Восточное,f,75-90,Пенсионер,0.03975473180125168
Бирюлево Восточное,f,90<,Пенсионер,0.004586109914612208
Бирюлево Восточное,f,<7,Малоимущие,0.0017482960447969189
Бирюлево Восточное,f,<7,Многодетные,0.002052347530848557
Бирюлево Восточное,m,18-25,Малоимущие,0.0018749841639851014
Бирюлево Восточное,m,18-25,Многодетные,0.0028124762459776523
Бирюлево Восточное,m,18-25,,0.09260901512656143
Бирюлево Восточное,m,45-60,Инвалид,0.020067398079408112
Бирюлево Восточное,m,45-60,,0.277497656269795
Бирюлево Восточное,m,60-75,Ветеран труда,0.030937238705754173
Бирюлево Восточное,m,60-75,Многодетные,0.00017736336686345554
Бирюлево Восточное,m,75-90,Ветеран труда,0.013023538652545165
Бирюлево Восточное,m,75-90,Инвалид,0.009400258443763144
Бирюлево Восточное,m,75-90,,0.015329262421770086
Бирюлево Восточное,m,<7,Пенсионер,0.00030405148605163807
Бирюлево Западное,f,18-25,Дети инвалиды,0.0005953471331745741
Бирюлево Западное,f,18-25,Инвалид,0.0005953471331745741
Бирюлево Западное,f,18-25,Пенсионер,0.0067320021982048
Бирюлево Западное,f,25-45,Дети инвалиды,0.00013738779996336326
Бирюлево Западное,f,25-45,Малоимущие,4.579593332112108e-05
Бирюлево Западное,f,25-45,Молодые родители,0.01946327166147646
Бирюлево Западное,f,25-45,Пенсионер,0.005999267265066862
Бирюлево Западное,f,45-60,Ветеран труда,0.008609635464370763
Бирюлево Западное,f,45-60,Инвалид,0.023310130060450632
Бирюлево Западное,f,45-60,Молодые родители,0.00036636746656896867
Бирюлево Западное,f,45-60,Пенсионер,0.07556328997984979
Бирюлево Западное,f,60-75,Ветеран труда,0.0699303901813519
Бирюлево Западное,f,60-75,Инвалид,0.05010075105330647
Бирюлево Западное,f,7-18,Беременность,0.00013738779996336326
Бирюлево Западное,f,7-18,Дети инвалиды,0.004350613665506503
Бирюлево Западное,f,7-18,Инвалид,0.00018318373328448433
Бирюлево Западное,f,75-90,,0.03265250045795933
Бирюлево Западное,f,90<,Инвалид,0.0034346949990840814
Бирюлево Западное,f,90<,,0.008792819197655248
Бирюлево Западное,f,<7,Малоимущие,0.0015570617329181168
Бирюлево Западное,f,<7,Многодетные,0.00169444953288148
Бирюлево Западное,f,<7,Пенсионер,9.159186664224217e-05
Бирюлево Западное,f,<7,,0.09108811137570984
Бирюлево Западное,m,18-25,Дети инвалиды,0.0016028576662392379
Бирюлево Западное,m,18-25,Инвалид,0.0011906942663491482
Бирюлево Западное,m,25-45,Ветеран труда,4.579593332112108e-05
Бирюлево Западное,m,45-60,Ветеран труда,0.0011906942663491482
Бирюлево Западное,m,45-60,Молодые родители,0.0002289796666056054
Бирюлево Западное,m,45-60,Пенсионер,0.022668986993954938
Бирюлево Западное,m,45-60,,0.3088019783843195
Бирюлево Западное,m,60-75,Многодетные,0.00041216339989008974
Бирюлево Западное,m,60-75,Пенсионер,0.09333211210844478
Бирюлево Западное,m,60-75,,0.06264883678329364
Бирюлево Западное,m,7-18,Дети инвалиды,0.005587103865176773
Бирюлево Западное,m,7-18,,0.17352079135372778
Бирюлево Западное,m,75-90,Ветеран труда,0.015295841729254443
Бирюлево Западное,m,<7,Многодетные,0.0019692251328082065
Богородское,f,18-25,Многодетные,0.002944450429099788
Богородское,f,18-25,Пенсионер,0.005529821537577651
Богородское,f,25-45,Ветеран труда,0.0002513555244353478
Богородское,f,25-45,Инвалид,0.007432941936873856
Богородское,f,25-45,Малоимущие,3.590793206219254e-05
Богородское,f,25-45,,0.5891773492764552
Богородское,f,45-60,Беременность,0.0008976983015548135
Богородское,f,45-60,Ветеран труда,0.010700563754533376
Богородское,f,45-60,Молодые родители,0.00032317138855973286
Богородское,f,45-60,,0.295414557075658
Богородское,f,60-75,Ветеран труда,0.08283959926747819
Богородское,f,60-75,Инвалид,0.04319724227081762
Богородское,f,7-18,Дети инвалиды,0.003267621817659521
Богородское,f,7-18,Молодые родители,7.181586412438507e-05
Богородское,f,7-18,,0.18015009515601996
Богородское,f,75-90,Пенсионер,0.04071959495852634
Богородское,f,75-90,,0.04018097597759345
Богородское,f,<7,Малоимущие,0.0012926855542389315
Богородское,f,<7,Многодетные,0.0020826600596071674
Богородское,m,18-25,Дети инвалиды,0.0009695141656791985
Богородское,m,18-25,Инвалид,0.0014363172824877015
Богородское,m,18-25,Многодетные,0.002477647312291285
Богородское,m,18-25,,0.09580236274192969
Богородское,m,25-45,Ветеран труда,7.181586412438507e-05
Богородское,m,45-60,Ветеран труда,0.000933606233617006
Богородское,m,45-60,Инвалид,0.01766670257459873
Богородское,m,45-60,Малоимущие,7.181586412438507e-05
Богородское,m,45-60,Молодые родители,0.0003949872526841179
Богородское,m,45-60,,0.29616862364896407
Богородское,m,60-75,Ветеран труда,0.029444504290997882
Богородское,m,60-75,Многодетные,0.00043089518474631047
Богородское,m,60-75,Пенсионер,0.095299651693059
Богородское,m,7-18,Малоимущие,0.010521024094222413
Богородское,m,7-18,Многодетные,0.02122158784875579
Богородское,m,7-18,Пенсионер,0.005637545333764229
Богородское,m,75-90,Ветеран труда,0.015296779058494022
Богородское,m,<7,,0.11310998599590649
Братеево,f,18-25,Инвалид,0.0006872852233676976
Братеево,f,18-25,Многодетные,0.002387411828540423
Братеево,f,18-25,Пенсионер,0.004232230059685296
Братеево,f,18-25,,0.08319768493398444
Братеево,f,25-45,Ветеран труда,0.0002893832519442937
Братеево,f,25-45,Дети инвалиды,0.00014469162597214685
Братеево,f,25-45,Инвалид,0.008790016277807922
Братеево,f,25-45,Многодетные,0.018954603002351238
Братеево,f,25-45,Пенсионер,0.004991861096039067
Братеево,f,60-75,,0.060444926749864354
Братеево,f,7-18,Дети инвалиды,0.003906673901247965
Братеево,f,75-90,Инвалид,0.022318683306203655
Братеево,f,75-90,Пенсионер,0.026804123711340205
Братеево,f,90<,Инвалид,0.0030023512389220474
Братеево,f,90<,,0.008464460119370592
Братеево,f,<7,Многодетные,0.0019895098571170193
Братеево,f,<7,,0.10370772291553626
Братеево,m,18-25,Дети инвалиды,0.0007958039428468078
Братеево,m,18-25,Инвалид,0.0010851871947911015
Братеево,m,18-25,Пенсионер,0.004232230059685296
Братеево,m,25-45,Ветеран труда,7.234581298607343e-05
Братеево,m,45-60,Пенсионер,0.02134201483089166
Братеево,m,45-60,,0.2212696690179056
Братеево,m,60-75,Ветеран труда,0.03186833062036535
Братеево,m,7-18,Дети инвалиды,0.006294085729788388
Братеево,m,7-18,Инвалид,0.0002170374389582203
Братеево,m,7-18,Многодетные,0.019895098571170194
Братеево,m,7-18,Пенсионер,0.00538976306746247
Братеево,m,75-90,Инвалид,0.006221739916802315
Братеево,m,90<,Ветеран труда,3.617290649303671e-05
Братеево,m,90<,,0.0028214867064568637
Братеево,m,<7,Дети инвалиды,0.001519262072707542
Братеево,m,<7,Многодетные,0.0024235847350334598
Братеево,m,<7,Пенсионер,0.00018086453246518358
Братеево,m,<7,,0.10736118647133297
Бутырский,f,18-25,Беременность,0.0003060724779627816
Бутырский,f,18-25,Многодетные,0.0029995102840352597
Бутырский,f,25-45,,0.5602350636630754
Бутырский,f,45-60,Ветеран труда,0.011447110675808031
Бутырский,f,45-60,Молодые родители,0.0003672869735553379
Бутырский,f,60-75,Ветеран труда,0.08967923604309501
Бутырский,f,60-75,,0.07094760039177277
Бутырский,f,7-18,Беременность,6.121449559255632e-05
Бутырский,f,7-18,Малоимущие,0.011079823702252694
Бутырский,f,7-18,Пенсионер,0.004897159647404506
Бутырский,f,7-18,,0.17323702252693438
Бутырский,f,90<,,0.010406464250734574
Бутырский,f,<7,Дети инвалиды,0.0007957884427032321
Бутырский,f,<7,Многодетные,0.0016527913809990206
Бутырский,f,<7,Пенсионер,0.0003060724779627816
Бутырский,f,<7,,0.09690254652301665
Бутырский,m,18-25,Инвалид,0.0012855044074436826
Бутырский,m,18-25,Малоимущие,0.0012855044074436826
Бутырский,m,18-25,Пенсионер,0.004958374142997062
Бутырский,m,25-45,Ветеран труда,0.00012242899118511264
Бутырский,m,25-45,Дети инвалиды,0.0003060724779627816
Бутырский,m,45-60,Пенсионер,0.017568560235063663
Бутырский,m,60-75,,0.08459843290891284
Бутырский,m,7-18,Пенсионер,0.004468658178256611
Бутырский,m,7-18,,0.17831782566111656
Бутырский,m,75-90,Ветеран труда,0.016099412340842313
Бутырский,m,75-90,Инвалид,0.013344760039177277
Бутырский,m,<7,Дети инвалиды,0.0009794319294809011
Бутырский,m,<7,Малоимущие,0.00116307541625857
Бутырский,m,<7,Многодетные,0.0018976493633692459
Бутырский,m,<7,,0.10406464250734573
Вешняки,f,18-25,Дети инвалиды,0.0008143568089277636
Вешняки,f,18-25,Инвалид,0.0009651636253958679
Вешняки,f,18-25,Малоимущие,0.0012667772583320766
Вешняки,f,18-25,Многодетные,0.002352586336902428
